,author,name,pid
12742,Khalid Mahmood Malik,Khalid Mahmood 0003,143/5718
12743,Khalil Sima'an,Khalil Sima'an,82/1262
12744,Khurram Aziz,Khurram Aziz,44/9280
12745,Khurshid Ahmad 0001,Khurshid Ahmad 0001,90/4827-1
12746,Khuzaima Daudjee,Khuzaima Daudjee,d/KhuzaimaDaudjee
12747,Khuzaima S. Daudjee,Khuzaima Daudjee,d/KhuzaimaDaudjee
12748,Ki Jun Han,Ki Jun Han,h/KJHan
12749,Kian Hsiang Low,Kian Hsiang Low,97/4877
12750,Kian-Lee Tan,Kian-Lee Tan,t/KianLeeTan
12751,Kien A. Hua,Kien A. Hua,233/0688
12752,Kieran McLaughlin,Kieran McLaughlin,48/2421
12753,Kieron O'Hara,Kieron O'Hara,90/2568
12754,Kiev Gama,Kiev Gama,46/3866
12755,Kiev Santos da Gama,Kiev Gama,46/3866
12756,Kihong Heo,Kihong Heo,17/11515
12757,Kihong Park,Kihong Park,p/KihongPark
12758,Kijun Han,Kijun Han,h/KJHan
12759,Kijung Shin,Kijung Shin,153/2052
12760,Kilian Q. Weinberger,Kilian Q. Weinberger,88/4801
12761,Kim Binsted,Kim Binsted,92/7037
12762,Kim G. Larsen,Kim G. Larsen,l/KimGuldstrandLarsen
12763,Kim Guldstrand Larsen,Kim G. Larsen,l/KimGuldstrandLarsen
12764,Kim Knudsen,Kim Knudsen,47/1659
12765,Kim Marriott,Kim Marriott,m/KimMarriott
12766,Kim Steenstrup Pedersen,Kim Steenstrup Pedersen,22/3613
12767,Kimmo K. Kaski,Kimmo Kaski,45/6349
12768,Kimmo Kaski,Kimmo Kaski,45/6349
12769,Kimon Fountoulakis,Kimon Fountoulakis,149/5799
12770,Kin Hong Wong,Kin Hong Wong,11/2362
12771,Kin K. Leung,Kin K. Leung,04/2707
12772,Kin-hong Wong,Kin-hong Wong,11/2362
12773,Kiona Ogle,Kiona Ogle,324/3376
12774,Kiriakos N. Kutulakos,Kiriakos N. Kutulakos,64/4875
12775,Kirill A. Sidorov,Kirill A. Sidorov,59/7659
12776,Kirill Bogdanov 0002,Kirill Bogdanov 0002,11/6933-2
12777,Kirill Kogan,Kirill Kogan,93/1311
12778,Kirill Levchenko,Kirill Levchenko,l/KirillLevchenko
12779,Kirill Morozov,Kirill Morozov,52/2673
12780,Kirill Serkh,Kirill Serkh,132/5024
12781,Kirk D. Fiedler,Kirk D. Fiedler,48/1858
12782,Kirk Fiedler,Kirk Fiedler,189/0397
12783,Kirk Martinez,Kirk Martinez,13/3741
12784,Kirk Pruhs,Kirk Pruhs,p/KirkPruhs
12785,Kirk W. Cameron,Kirk W. Cameron,56/3019
12786,Kiron K. Skinner,,
12787,Kirsten Cater,Kirsten Cater,27/900
12788,Kirsten Ellis,Kirsten Ellis,45/5275
12789,Kirsten F. Cater,Kirsten Cater,27/900
12790,Kirstie Hawkey,Kirstie Hawkey,58/3313
12791,Kirstin Peterson,,
12792,Kishan Chand Gupta,Kishan Chand Gupta,32/5126
12793,Kishan G. Mehrotra,Kishan G. Mehrotra,m/KGMehrotra
12794,Kishan Mehrotra,Kishan G. Mehrotra,m/KGMehrotra
12795,Kishor S. Trivedi,Kishor S. Trivedi,t/KishorSTrivedi
12796,Kishore Kothapalli,Kishore Kothapalli,84/2688
12797,Kishore Prahallad,Kishore Prahallad,56/5472
12798,Kisung Lee,Kisung Lee,99/4464
12799,Kitiporn Plaimas,Kitiporn Plaimas,27/359
12800,Kitty Meeks,Kitty Meeks,25/9061
12801,Kiyoharu Aizawa,Kiyoharu Aizawa,71/5426
12802,Kiyohiko Nakamura,Kiyohiko Nakamura,86/299
12803,Kiyoung Choi,Kiyoung Choi,53/2459
12804,Kizito Oluwaseun Salako,Kizito Salako,01/5372
12805,Kizito Salako,Kizito Salako,01/5372
12806,Kjell Orsborn,Kjell Orsborn,o/KjellOrsborn
12807,Kjetil Nørvåg,Kjetil Nørvåg,n/KjetilNorvag
12808,Klara Nahrstedt,Klara Nahrstedt,45/3224
12809,Klas Nilsson,Klas Nilsson,60/1468
12810,Klaus Buchenrieder,Klaus Buchenrieder,34/2480
12811,Klaus D. Maier,Klaus D. McDonald-Maier,78/4433
12812,Klaus D. Maier 0001,Klaus D. McDonald-Maier,78/4433
12813,Klaus D. McDonald-Maier,Klaus D. McDonald-Maier,78/4433
12814,Klaus D. Tönnies,Klaus D. Tönnies,t/KDTonnies
12815,Klaus David,Klaus David,d/KlausDavid
12816,Klaus Dieter McDonald-Maier,Klaus D. McDonald-Maier,78/4433
12817,Klaus Diller,,
12818,Klaus Hildebrandt,Klaus Hildebrandt,11/4114
12819,Klaus J. Buchenrieder,Klaus Buchenrieder,34/2480
12820,Klaus Jansen,Klaus Jansen,j/KlausJansen
12821,Klaus Kabitzsch,Klaus Kabitzsch,68/6078
12822,Klaus Marius Hansen,Klaus Marius Hansen,01/4173
12823,Klaus Meer,Klaus Meer,m/KlausMeer
12824,Klaus Meißner,Klaus Meißner,m/KMeissner
12825,Klaus Meyer-Wegener,Klaus Meyer-Wegener,m/KMeyerWegener
12826,Klaus Miesenberger,Klaus Miesenberger,58/5387
12827,Klaus Mueller 0001,Klaus Mueller 0001,26/6494
12828,Klaus Obermayer,Klaus Obermayer,o/KlausObermayer
12829,Klaus Ostermann,Klaus Ostermann,51/3203
12830,Klaus Reinhardt,Klaus Reinhardt,r/KlausReinhardt
12831,Klaus Schilling 0001,Klaus Schilling 0001,73/3972
12832,Klaus Schmid,Klaus Schmid,29/310
12833,Klaus Schneider 0001,Klaus Schneider 0001,s/KlausSchneider1
12834,Klaus Schoeffmann,Klaus Schöffmann,38/5557
12835,Klaus Schöffmann,Klaus Schöffmann,38/5557
12836,Klaus Tochtermann,Klaus Tochtermann,41/5121
12837,Klaus Turowski,Klaus Turowski,t/KTurowski
12838,Klaus Tönnies,Klaus D. Tönnies,t/KDTonnies
12839,Klaus U. Schulz,Klaus U. Schulz,s/KUSchulz
12840,Klaus Wehrle,Klaus Wehrle,w/KlausWehrle
12841,Klaus von Gleissenthall,Klaus von Gleissenthall,86/10265
12842,Klaus-Dieter Althoff,Klaus-Dieter Althoff,a/KlausDieterAlthoff
12843,Klaus-Dieter Kuhnert,Klaus-Dieter Kuhnert,44/6948
12844,Klaus-Dietz Tönnies,Klaus D. Tönnies,t/KDTonnies
12845,Klaus-Jörn Lange,Klaus-Jörn Lange,l/KJLange
12846,Klaus-Peter Zauner,Klaus-Peter Zauner,97/1616
12847,Klaus-Robert Müller,Klaus-Robert Müller,m/KRMuller
12848,Klaus-Tycho Foerster,Klaus-Tycho Förster,125/2922
12849,Klaus-Tycho Förster,Klaus-Tycho Förster,125/2922
12850,Klemens Böhm,Klemens Böhm,b/KBohm
12851,Knud Henriksen,Knud Henriksen,77/1522
12852,Knut Reinert,Knut Reinert,10/884
12853,Ko Nishino,Ko Nishino,07/2706
12854,Kobbi Nissim,Kobbi Nissim,65/801
12855,Kobi Gal,Ya'akov Gal,65/3114
12856,Kobus Barnard,Kobus Barnard,53/2666
12857,Koby Crammer,Koby Crammer,74/6961
12858,Koen Claessen,Koen Claessen,74/2610
12859,Koen Langendoen,Koen Langendoen,l/KoenLangendoen
12860,Koen V. Hindriks,Koen V. Hindriks,67/2212
12861,Koh Hosoda,Koh Hosoda,12/4516
12862,Kohei Suenaga,Kohei Suenaga,82/6723
12863,Koichi Shinoda,Koichi Shinoda,74/4623
12864,Koiti Hasida,Kôiti Hasida,77/5882
12865,Koji Hasebe,Koji Hasebe,99/1854
12866,Kok Soon Tey,Kok Soon Tey,145/0881
12867,Kok-Kwang Phoon,Kok-Kwang Phoon,164/1505
12868,Kok-Ming Leung,,
12869,Kolin Paul,Kolin Paul,51/544
12870,Komei Sugiura,Komei Sugiura,77/2654
12871,Konrad Froitzheim,Konrad Froitzheim,40/6400
12872,Konrad Iwanicki,Konrad Iwanicki,67/4606
12873,Konrad Rieck,Konrad Rieck,64/4020
12874,Konrad Tollmar,Konrad Tollmar,90/3029
12875,Konstantin Korovin,Konstantin Korovin,k/KonstantinKorovin
12876,Konstantin Makarychev,Konstantin Makarychev,37/1011
12877,Konstantin Schekotihin,Konstantin Schekotihin,188/5759
12878,Konstantina S. Nikita,Konstantina S. Nikita,43/5583
12879,Konstantinos Blekas,Konstantinos Blekas,56/6853
12880,Konstantinos Daniilidis,Kostas Daniilidis,d/KostasDaniilidis
12881,Konstantinos Daskalakis,Constantinos Daskalakis,d/ConstantinosDaskalakis
12882,Konstantinos F. Sagonas,Konstantinos Sagonas,s/KonstantinosFSagonas
12883,Konstantinos G. Derpanis,Konstantinos G. Derpanis,39/253
12884,Konstantinos Karantzalos,Konstantinos Karantzalos,50/2661
12885,Konstantinos Karydis,Konstantinos Karydis,117/2150
12886,Konstantinos Krampis,Konstantinos Krampis,123/6294
12887,Konstantinos Lambrinoudakis,Costas Lambrinoudakis,16/6779
12888,Konstantinos Mamouras,Konstantinos Mamouras,48/6846
12889,Konstantinos Markantonakis,Konstantinos Markantonakis,m/ConstantinosMarkantonakis
12890,Konstantinos Mersinas,Konstantinos Mersinas,193/1348
12891,Konstantinos Metaxiotis,Kostas S. Metaxiotis,23/865
12892,Konstantinos P. Michmizos,Kostis P. Michmizos 0001,43/3642
12893,Konstantinos Parsopoulos,Konstantinos E. Parsopoulos,49/3802
12894,Konstantinos Pelechrinis,Konstantinos Pelechrinis,86/7076
12895,Konstantinos S. Metaxiotis,Kostas S. Metaxiotis,23/865
12896,Konstantinos Sagonas,Konstantinos Sagonas,s/KonstantinosFSagonas
12897,Konstantinos Tsakalidis,Konstantinos Tsakalidis,20/271
12898,Kookjin Lee,Kookjin Lee,122/5103
12899,Korin Richmond,Korin Richmond,79/1062
12900,Korlakai Vinayak Rashmi,K. V. Rashmi,40/7113
12901,Kostadin Damevski,Kostadin Damevski,d/KostadinDamevski
12902,Kostantinos Kalpakis,,
12903,Kostas Alexis,Kostas Alexis,44/8369
12904,Kostas Blekas,Konstantinos Blekas,56/6853
12905,Kostas Daniilidis,Kostas Daniilidis,d/KostasDaniilidis
12906,Kostas E. Bekris,Kostas E. Bekris,42/170
12907,Kostas Kontogiannis,Kostas Kontogiannis,33/5071
12908,Kostas Magoutis,Kostas Magoutis,99/3621
12909,Kostas S. Metaxiotis,Kostas S. Metaxiotis,23/865
12910,Kostas Stathis,Kostas Stathis,92/6043
12911,Kostas Stefanidis,Kostas Stefanidis,76/3486
12912,Kostas Vlachos,Kostas Vlachos,63/1734
12913,Kostis P. Michmizos,Kostis P. Michmizos 0001,43/3642
12914,Kostis Sagonas,Konstantinos Sagonas,s/KonstantinosFSagonas
12915,Kostyantyn M. Shchekotykhin,Konstantin Schekotihin,188/5759
12916,Kosuke Sato,Kosuke Sato,23/832
12917,Kotagiri Ramamohanarao,Kotagiri Ramamohanarao,r/KRamamohanarao
12918,Kotaro Hara,Kotaro Hara,120/4204
12919,Kotaro Kataoka,Kotaro Kataoka,31/4385
12920,Koteswar Rao Jerripothula,Koteswar Rao Jerripothula,158/9790
12921,Kourosh Neshatian,Kourosh Neshatian,00/4155
12922,Kousha Etessami,Kousha Etessami,81/5741
12923,Koushik Maharatna,Koushik Maharatna,01/3640
12924,Koushik Sen,Koushik Sen,04/418
12925,Kouta Minamizawa,Kouta Minamizawa,18/1342
12926,Krasimir Angelov,Krasimir Angelov,72/4334
12927,Kris Bubendorfer,Kris Bubendorfer,56/1124
12928,Kris Hauser,Kris Hauser,61/7188
12929,Kris K. Hauser,Kris Hauser,61/7188
12930,Kris Pister,Kristofer S. J. Pister,50/6450
12931,Krishna K. Venkatasubramanian,Krishna K. Venkatasubramanian,53/6806
12932,Krishna Kant 0001,Krishna Kant 0001,25/2574-1
12933,Krishna Kavi,Krishna Kavi,k/KrishnaMKavi
12934,Krishna Kumar Venkatasubramanian,Krishna K. Venkatasubramanian,53/6806
12935,Krishna M. Kavi,Krishna M. Kavi,k/KrishnaMKavi
12936,Krishna M. Sivalingam,Krishna M. Sivalingam,05/1170
12937,Krishna Mohan C,Krishna Mohan C,30/4639
12938,Krishna Narayanan 0001,Krishna Narayanan 0001,72/4303
12939,Krishna P. Gummadi [SWS],,
12940,Krishna P. Miyapuram,Krishna P. Miyapuram,00/4508
12941,Krishna Prasad Miyapuram,Krishna P. Miyapuram,00/4508
12942,Krishna R. Narayanan,Krishna Narayanan 0001,72/4303
12943,Krishna Shankara Narayanan,Shankara Narayanan Krishna,k/SNKrishna
12944,Krishna V. Palem,Krishna V. Palem,41/4448
12945,Krishnamoorthy Sivakumar,Krishnamoorthy Sivakumar,35/5730
12946,Krishnan Madhava Krishna,Krishnan Madhava Krishna,90/4844
12947,Krishnan Prasad,Krishnan Prasad,47/11150
12948,Krishnendu Chakrabarty,Krishnendu Chakrabarty,c/KrishnenduChakrabarty
12949,Krishnendu Chatterjee,Krishnendu Chatterjee,92/5602
12950,Krishnendu Mukhopadhyaya,Krishnendu Mukhopadhyaya,42/571
12951,Kristen B. Venable,Kristen Brent Venable,v/KristenBrentVenable
12952,Kristen Brent Venable,Kristen Brent Venable,v/KristenBrentVenable
12953,Kristen Johnson,Kristen Johnson,185/1679
12954,Kristen Shinohara,Kristen Shinohara,97/6493
12955,Kristen Vaccaro,Kristen Vaccaro,161/3414
12956,Kristen Walcott-Justice,Kristen Walcott-Justice,118/3959
12957,Kristian G. Olesen,Kristian G. Olesen,45/3941
12958,Kristian J. Hammond,Kristian J. Hammond,30/1642
12959,Kristian Kersting,Kristian Kersting,40/3793
12960,Kristian M. Müller,Kristian M. Müller,64/8712
12961,Kristian Torp,Kristian Torp,t/KristianTorp
12962,Kristian Uldall Kristiansen,K. Uldall Kristiansen,67/10384
12963,Kristin J. Dana,Kristin J. Dana,36/4636
12964,Kristina Lundqvist,Kristina Lundqvist,53/2238
12965,Kristina Vuskovic,Kristina Vuskovic,00/2530
12966,Kristof Van Laerhoven,Kristof Van Laerhoven,61/5730
12967,Kristofer S. J. Pister,Kristofer S. J. Pister,50/6450
12968,Kristoffer Arnsfelt Hansen,Kristoffer Arnsfelt Hansen,54/2046
12969,Kristoffer H. Madsen,Kristoffer H. Madsen,32/6932
12970,Kristoffer Hougaard Madsen,Kristoffer H. Madsen,32/6932
12971,Kristopher K. Micinski,Kristopher K. Micinski,131/6731
12972,Kristy Boyer,Kristy Elizabeth Boyer,46/1371
12973,Kristy Elizabeth Boyer,Kristy Elizabeth Boyer,46/1371
12974,Krithi Ramamritham,Krithi Ramamritham,r/KrithiRamamritham
12975,Krothapalli S. Rao,K. Sreenivasa Rao,50/5583
12976,Krothapalli Sreenivasa Rao,K. Sreenivasa Rao,50/5583
12977,Krung Sinapiromsaran,Krung Sinapiromsaran,59/1398
12978,Krys J. Kochut,Krys J. Kochut,k/KrysKochut
12979,Krys Kochut,Krys J. Kochut,k/KrysKochut
12980,Krzysztof Diks,Krzysztof Diks,d/KDiks
12981,Krzysztof Gajos,Krzysztof Z. Gajos,g/KrzysztofZGajos
12982,Krzysztof J. Cios,Krzysztof J. Cios,97/1910
12983,Krzysztof J. Kochut,Krys J. Kochut,k/KrysKochut
12984,Krzysztof Jozef Cios,Krzysztof J. Cios,97/1910
12985,Krzysztof Kuchcinski,Krzysztof Kuchcinski,78/1283
12986,Krzysztof Lorys,Krzysztof Lorys,56/6707
12987,Krzysztof Pawlikowski,Krzysztof Pawlikowski,87/6761
12988,Krzysztof Pietrzak,Krzysztof Pietrzak,12/5020
12989,Krzysztof R. Apt,Krzysztof R. Apt,a/KRApt
12990,Krzysztof Rzadca,Krzysztof Rzadca,11/1187
12991,Krzysztof Stencel,Krzysztof Stencel,s/KrzysztofStencel
12992,Krzysztof Z. Gajos,Krzysztof Z. Gajos,g/KrzysztofZGajos
12993,Ku-Jin Kim,Ku-Jin Kim,17/2037
12994,Kuan Cheng,Kuan Cheng,126/6005
12995,Kuan-Wen Chen,Kuan-Wen Chen,59/968
12996,Kuanquan Wang,Kuanquan Wang,32/6613
12997,Kubra Kalkan-Cakmakci,Kubra Kalkan-Cakmakci,184/8124
12998,Kuda Dube,Kudakwashe Dube,75/1107
12999,Kudakwashe Dube,Kudakwashe Dube,75/1107
13000,Kui Ren 0001,Kui Ren 0001,20/6179-1
13001,Kui Wu 0001,Kui Wu 0001,w/KuiWu
13002,Kuk-Jin Yoon,Kuk-Jin Yoon,42/5677
13003,Kuldeep Kumar,Kuldeep Kumar,92/2849
13004,Kuldeep S. Meel,Kuldeep S. Meel,129/1623
13005,Kuldeep Singh Meel,,
13006,Kumiko Tanaka,Kumiko Tanaka-Ishii,42/2790
13007,Kumiko Tanaka-Ishii,Kumiko Tanaka-Ishii,42/2790
13008,Kun He 0001,Kun He 0001,59/1028-1
13009,Kun She 0001,Kun She 0001,219/8360
13010,Kun Sun 0001,Kun Sun 0001,30/3530-1
13011,Kun Xie 0001,Kun Xie 0001,98/476-1
13012,Kun Xu 0003,Kun Xu 0003,29/6948-3
13013,Kun Yang 0001,Kun Yang 0001,63/1587-1
13014,Kun Zhang 0001,Kun Zhang 0001,96/3115-1
13015,Kun Zhou 0001,Kun Zhou 0001,48/3927-1
13016,Kun-Mao Chao,Kun-Mao Chao,c/KunMaoChao
13017,Kun-Pyo Lee,Kun-Pyo Lee,63/1540
13018,Kun-Ta Chuang,Kun-Ta Chuang,43/6010
13019,Kun-chan Lan,Kun-Chan Lan,52/6325
13020,Kunal Agrawal,Kunal Agrawal,35/962
13021,Kunal Dutta,Kunal Dutta,64/8015
13022,Kunal Korgaonkar,Kunal Korgaonkar,60/10106
13023,Kung-Kiu Lau,Kung-Kiu Lau,l/KungKiuLau
13024,Kunihiko Sadakane,Kunihiko Sadakane,74/5752
13025,Kunle Olukotun,Kunle Olukotun,o/KunleOlukotun
13026,Kunqing Xie,Kunqing Xie,06/1913
13027,Kunsoo Park,Kunsoo Park,p/KunsooPark
13028,Kuntal Ghosh,Kuntal Ghosh,72/2253
13029,Kuo Chen,Kuo Chen,139/8656
13030,Kuo-Chen Wang,Kuo-Chen Wang,128/9526
13031,Kuo-Cheng Wang,Kuo-Chen Wang,128/9526
13032,Kurt Driessens,Kurt Driessens,59/4191
13033,Kurt E. Oughstun,Kurt E. Oughstun,162/2135
13034,Kurt Geihs,Kurt Geihs,g/KurtGeihs
13035,Kurt Jensen,Kurt Jensen,80/5323
13036,Kurt Keutzer,Kurt Keutzer,k/KurtKeutzer
13037,Kurt Luther,Kurt Luther,33/6201
13038,Kurt Mehlhorn [INF],,
13039,Kurt Nørmark,Kurt Nørmark,n/KurtNormark
13040,Kurt Otto,Kurt Otto,77/849
13041,Kurt Rohloff,Kurt Rohloff,54/1874
13042,Kurt Rothermel,Kurt Rothermel,r/KurtRothermel
13043,Kurt Sandkuhl,Kurt Sandkuhl,29/6910
13044,Kurt Schneider,Kurt Schneider,s/KurtSchneider
13045,Kurt VanLehn,Kurt VanLehn,15/5718
13046,Kwan Hui Lim 0001,Kwan Hui Lim 0001,115/6484-1
13047,Kwan Woo Ryu,Kwan Woo Ryu,83/3314
13048,Kwan-Liu Ma,Kwan-Liu Ma,93/5838
13049,Kwan-Yee K. Wong,Kwan-Yee Kenneth Wong,w/KwanYeeKennethWong
13050,Kwan-Yee Kenneth Wong,Kwan-Yee Kenneth Wong,w/KwanYeeKennethWong
13051,Kwang In Kim,Kwang In Kim,49/1431
13052,Kwang Moo Yi,Kwang Moo Yi,30/5082
13053,Kwang-Sung Jun,Kwang-Sung Jun,88/8411
13054,Kwang-Ting (Tim) Cheng,Kwang-Ting Cheng,c/KwangTingCheng
13055,Kwang-Ting Cheng,Kwang-Ting Cheng,c/KwangTingCheng
13056,KwangSoo Yang,KwangSoo Yang,85/8749
13057,Kwanghoon Sohn,Kwanghoon Sohn,21/2373
13058,Kwangjo Kim,Kwangjo Kim,98/3736
13059,Kwangkeun Yi,Kwangkeun Yi,y/KwangkeunYi
13060,Kwangtaek Kim,Kwangtaek Kim,24/3386
13061,Kwanguk Kim,Kwanguk Kim,36/11181
13062,Kwang­Moo Choe,,
13063,Kwoh Chee Keong,Chee Keong Kwoh 0001,32/228
13064,Kwoh Chee Keong 0001,Chee Keong Kwoh 0001,32/228
13065,Kwok-Ping Chan,Kwok-Ping Chan,15/5454
13066,Kwok-Wai Cheung 0001,William Kwok-Wai Cheung,w/WKWCheung
13067,Kwok-Wai Hung,Kwok-Wai Hung,68/8108
13068,Kwok-Yan Lam,Kwok-Yan Lam,10/1993
13069,Kwong-Sak Leung,Kwong-Sak Leung,l/KwongSakLeung
13070,Kyandoghere Kyamakya,Kyandoghere Kyamakya,89/1
13071,Kyla A. McMullen,Kyla A. McMullen,47/7180
13072,Kyle C. Hale,Kyle C. Hale,138/9443
13073,Kyle Fox,Kyle Fox,11/8774
13074,Kyle Jamieson,Kyle Jamieson,j/KyleJamieson
13075,Kyle K. Rector,Kyle Rector,66/4513
13076,Kyle Rector,Kyle Rector,66/4513
13077,Kyle Winfree,Kyle N. Winfree,77/7809
13078,Kylie A. Peppler,Kylie Peppler,63/17
13079,Kylie Peppler,Kylie Peppler,63/17
13080,Kyo Chul Kang,Kyo Chul Kang,15/3530
13081,Kyogu Lee,Kyogu Lee,85/6128
13082,Kyomin Jung,Kyomin Jung,48/3867
13083,Kyong Hoon Kim,Kyong Hoon Kim,48/1930
13084,Kyong-Ho Lee,Kyong-Ho Lee,27/5926
13085,Kyoung Mu Lee,Kyoung Mu Lee,17/4029
13086,Kyoung-Don Kang,Kyoung-Don Kang,97/3140
13087,KyoungSoo Park,KyoungSoo Park,67/4936
13088,Kyoungwoo Lee,Kyoungwoo Lee,20/1203
13089,Kyriakos Mouratidis,Kyriakos Mouratidis,m/KyriakosMouratidis
13090,Kyros Kutulakos,Kiriakos N. Kutulakos,64/4875
13091,Kyu Hyung Lee,Kyu Hyung Lee,31/9698
13092,Kyu Min Lee,Kyu Min Lee,22/8024
13093,Kyu-Young Whang,Kyu-Young Whang,w/KyuYoungWhang
13094,Kyumin Lee,Kyumin Lee,22/8024
13095,KyungHyun Cho,KyungHyun Cho,41/9736
13096,Kyungdon Joo,Kyungdon Joo,138/0123
13097,Kyunghan Lee,Kyunghan Lee,49/6532
13098,Kyunghyun Cho,Kyunghyun Cho,41/9736
13099,Kyungim Baek,Kyungim Baek,95/2637
13100,Kyungmin Bae,Kyungmin Bae,03/7567
13101,Kyungshik Lim,Kyungshik Lim,03/4514
13102,Kyuseok Shim,Kyuseok Shim,s/KyuseokShim
13103,Kübra Kalkan,Kübra Kalkan,53/9959
13104,L. C. Verbrugge,Rineke Verbrugge,v/RVerbrugge
13105,L. Darrell Whitley,L. Darrell Whitley,w/LDarrellWhitley
13106,L. Gwenn Volkert,L. Gwenn Volkert,59/1728
13107,L. Jean Camp,L. Jean Camp,72/4476
13108,L. Miguel Silveira,Luís Miguel Silveira,s/LuisMiguelSilveira
13109,L. Ridgway Scott,L. Ridgway Scott,54/1503
13110,L. Sunil Chandran,L. Sunil Chandran,14/3919
13111,Laci Babai,László Babai,b/LaszloBabai
13112,Ladislau Bölöni,Ladislau Bölöni,b/LadislauBoloni
13113,Ladislav Kavan,Ladislav Kavan,14/4520
13114,Laetitia Jourdan,Laetitia Vermeulen-Jourdan,v/LaetitiaVermeulenJourdan
13115,Laetitia Vermeulen-Jourdan,Laetitia Vermeulen-Jourdan,v/LaetitiaVermeulenJourdan
13116,Lahcen Ouarbya,Lahcen Ouarbya,67/6427
13117,Lai-Wan Chan,Lai-Wan Chan,c/LaiWanChan
13118,Laila Nassef,Laila Nassef,172/9747
13119,Laiphrakpam Dolendro Singh,Dolendro Singh Laiphrakpam,218/7035
13120,Laiwan Chan,Laiwan Chan,c/LaiWanChan
13121,Laizhong Cui,Laizhong Cui,86/10615
13122,Lajos Hanzo,Lajos Hanzo,92/5955
13123,Laks V. S. Lakshmanan,Laks V. S. Lakshmanan,l/LVSLakshmanan
13124,Lakshmi Subramanian,Lakshmi Subramanian,85/5401
13125,Lakshminarayanan Subramanian,Lakshminarayanan Subramanian,85/5401
13126,Lakshmish Ramaswamy,Lakshmish Ramaswamy,r/LakshmishRamaswamy
13127,Lale Akarun,Lale Akarun,12/5784
13128,Lale Özkahya,Lale Özkahya,70/7625
13129,Lam For Kwok,Lam-for Kwok,74/1108
13130,Lam-for Kwok,Lam-for Kwok,74/1108
13131,Lambros Lambrinos,Lambros Lambrinos,92/6147
13132,Lamiaa A. Elrefaei,Lamiaa A. Elrefaei,154/8587
13133,Lamya Daghestani,Lamya F. Daghestani,23/7607
13134,Lan Wang,Lan Wang,64/1478
13135,Lan Xu,Lan Xu,41/4840
13136,Lan Zhang,Lan Zhang,54/2752
13137,Lan Zhang 0002,Lan Zhang 0002,54/2752-2
13138,Lan-Da Van,Lan-Da Van,96/7040
13139,Lana Yarosh,Svetlana Yarosh,82/5446
13140,Lance Fortnow,Lance Fortnow,f/LanceFortnow
13141,Lance R. Williams,Lance R. Williams,44/1625
13142,Lance Williams,Lance Williams,09/5708
13143,Lane A. Hemachandra,Lane A. Hemaspaandra,h/LaneAHemaspaandra
13144,Lane A. Hemaspaandra,Lane A. Hemaspaandra,h/LaneAHemaspaandra
13145,Lane Harrison,Lane Harrison,62/4858
13146,Lane P. Hughston,Lane P. Hughston,45/4028
13147,Lane T. Harrison,Lane Harrison,62/4858
13148,Langis Roy,Langis Roy,79/9724
13149,Lannan Luo,Lannan Luo,153/5297
13150,Lanshun Nie,Lanshun Nie,30/2639
13151,Lantao Liu,Lantao Liu,28/7829
13152,Lap Chi Lau,Lap Chi Lau,l/LapChiLau
13153,Lap-Fai Craig Yu,Lap-Fai Yu,33/9924
13154,Lap-Fai Yu,Lap-Fai Yu,33/9924
13155,Larisa N. Soldatova,Larisa N. Soldatova,32/2900
13156,Larissa A. Meinicke,Larissa Meinicke,m/LarissaMeinicke
13157,Larissa Meinicke,Larissa Meinicke,m/LarissaMeinicke
13158,Larry B. Holder,Lawrence B. Holder,h/LawrenceBHolder
13159,Larry Birnbaum,Lawrence Birnbaum,b/LawrenceBirnbaum
13160,Larry Carter,Larry Carter,c/LarryCarter
13161,Larry Cheng,Larry Cheng,126/7740
13162,Larry F. Hodges,Larry F. Hodges,50/4272
13163,Larry Henschen,Lawrence J. Henschen,h/LawrenceJHenschen
13164,Larry Hill,Larry Hill,87/3740
13165,Larry Holder,Lawrence B. Holder,h/LawrenceBHolder
13166,Larry Kerschberg,Larry Kerschberg,k/LarryKerschberg
13167,Larry L. Peterson,Larry L. Peterson,p/LLPeterson
13168,Larry Latour,Larry Latour,72/4316
13169,Larry Stillman,Larry Stillman,75/6339
13170,Larry Wasserman,,
13171,Lars Bengtsson,Lars Bengtsson,85/2581
13172,Lars Birkedal,Lars Birkedal,31/910
13173,Lars C. Wolf,Lars C. Wolf,w/LarsCWolf
13174,Lars Christian Wolf,Lars C. Wolf,w/LarsCWolf
13175,Lars Grunske,Lars Grunske,55/4092
13176,Lars Hedrich,Lars Hedrich,50/392
13177,Lars J. Svensson,Lars J. Svensson,79/2048
13178,Lars Kai Hansen,Lars Kai Hansen,80/3468
13179,Lars Kulik,Lars Kulik,57/1331
13180,Lars Lindemann,Lars Lindemann,129/4750
13181,Lars Linsen,Lars Linsen,l/LarsLinsen
13182,Lars Mikelsons,Lars Mikelsons,76/4786
13183,Lars Nagel 0001,Lars Nagel 0001,83/3616
13184,Lars Oestreicher,Lars Oestreicher,43/5674
13185,Lars R. Knudsen,Lars R. Knudsen,k/LarsRKnudsen
13186,Lars Ramkilde Knudsen,Lars R. Knudsen,k/LarsRKnudsen
13187,Lars Rune Christensen,Lars Rune Christensen,78/6581
13188,Lars Ruthotto,Lars Ruthotto,97/11001
13189,Lars Schmidt-Thieme,Lars Schmidt-Thieme,s/LarsSchmidtThieme
